index,2021-09,2021-06,2021-03,symbol
Chi phí lãi và các khoản chi phí tương tự,4427778000000.0,4548965000000,4646484000000.0,STB
Thu nhập lãi thuần,3313028000000.0,3148209000000,3008364000000.0,STB
Thu nhập từ hoạt động dịch vụ,1062325000000.0,1478293000000,1335613000000.0,STB
Chi phí hoạt động dịch vụ,472492000000.0,541975000000,498204000000.0,STB
Thu nhập thuần từ hoạt động dịch vụ,589833000000.0,936318000000,837409000000.0,STB
Lợi nhuận thuần từ hoạt động kinh doanh ngoại hối,150086000000.0,167745000000,207102000000.0,STB
Lợi nhuận thuần từ hoạt động kinh doanh chứng khoán,0.0,0,0.0,STB
Lãi thuần từ chứng khoán đầu tư,68621000000.0,17168000000,34354000000.0,STB
Thu nhập thuần từ hoạt động kinh doanh khác,39126000000.0,475082000000,58017000000.0,STB
Thu nhập từ hoạt động khác,148566000000.0,499444000000,84326000000.0,STB
Chi phí hoạt động khác,109440000000.0,24362000000,26309000000.0,STB
Thu nhập vốn góp mua cổ phần,37766000000.0,1591000000,93000000.0,STB
Tổng thu nhập hoạt động,4198460000000.0,4746113000000,4145339000000.0,STB
Chi phí quản lý doanh nghiệp,2423811000000.0,2336056000000,2669373000000.0,STB
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,1774649000000.0,2410057000000,1475966000000.0,STB
Chi phí dự phòng rủi ro tín dụng,949878000000.0,985809000000,475722000000.0,STB
Lợi nhuận kế toán trước thuế,824771000000.0,1424248000000,1000244000000.0,STB
Chi phí thuế TNDN,185043000000.0,311409000000,199182000000.0,STB
Chi phí thuế TNDN hiện hành,185043000000.0,311409000000,199182000000.0,STB
Chi phí thuế TNDN hoãn lại,0.0,0,0.0,STB
Lợi nhuận sau thuế thu nhập doanh nghiệp,639728000000.0,1112839000000,801062000000.0,STB
Lợi ích của cổ đông thiểu số,0.0,0,0.0,STB
Lợi nhuận sau thuế của Công ty mẹ,639728000000.0,1112839000000,801062000000.0,STB
Lãi cơ bản trên cổ phiếu,0.0,0,0.0,STB
Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ ( FVTPL),,594579551041,600137348817.0,SSI
Lãi bán các tài sản tài chính PVTPL,,359730539639,394761347562.0,SSI
Chênh lệch tăng đánh giá lại các TSTC thông qua lãi/lỗ,,99985986972,82928105562.0,SSI
"Cổ tức, tiền lãi phát sinh từ tài sản tài chính PVTPL",,134863024430,122447895693.0,SSI
Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn,,157539454479,171499122085.0,SSI
Lãi từ các khoản cho vay và phải thu ,,337960307642,245579949872.0,SSI
Lãi từ chứng khoán Nợ đầu tư sẵn sàng để bán,,0,0.0,SSI
Lãi từ các công cụ phát sinh phòng ngừa rủi ro ,,0,0.0,SSI
Doanh thu môi giới chứng khoán cho người đầu tư,,623266154850,436543995623.0,SSI
"Doanh thu hoạt động đầu tư chứng khoán, góp vốn",,0,0.0,SSI
Doanh thu bảo lãnh phát hành chứng khoán,,15101818182,0.0,SSI
Doanh thu đại lý phát hành chứng khoán,,-12141818182,12141818182.0,SSI
Doanh thu tư vấn đầu tư chứng khoán cho người đầu tư,,3919997093,2232916330.0,SSI
Doanh thu lưu ký chứng khoán cho người đầu tư,,8186662523,8842147383.0,SSI
Doanh thu hoạt động ủy thác đấu giá,,0,0.0,SSI
"Doanh thu cho thuê tài sản, sử dụng thiết bị, sử dụng thông tin",,0,0.0,SSI
Thu từ dịch vụ tư vấn,,6544142618,952900000.0,SSI
Doanh thu khác,,31233645471,27649483773.0,SSI
Các khoản giảm trừ doanh thu,,0,0.0,SSI
Doanh thu thuần,,1766189915717,1505579682065.0,SSI
Chi phí hoạt động kinh doanh chứng khoán  ,,745571495689,695599943723.0,SSI
Lỗ các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),,305529006243,384150251911.0,SSI
Lỗ bán các tài sản tài chính,,217499296206,288271127187.0,SSI
Chênh lệch giảm đánh giá lại các TSTC thông qua lãi/lỗ,,86889482087,94405745070.0,SSI
Chi phí giao dịch mua các tài sản tài chính FVTPL,,1140227950,1473379654.0,SSI
Lỗ các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),,0,0.0,SSI
"Chi phí lãi vay, lỗ từ các khoản cho vay và phải thu",,0,0.0,SSI
Lỗ bán các tài sản tài chính sẵn sàng để bán (AFS),,0,929243500.0,SSI
"Cphí dự phòng TSTC, xử lý tổn thất các khoản phải thu khó đòi là lỗ suy giảm TSTC và CP đi vay",,479031587,-9989360387.0,SSI
Lỗ từ các tài sản tài chính phái sinh phòng ngừa rủi ro,,0,0.0,SSI
Chi phí hoạt động tự doanh,,7598870464,6630356600.0,SSI
Chi phí môi giới chứng khoán,,369791692573,257259409976.0,SSI
"Chi phí hoạt động bảo lãnh, đại lý phát hành chứng khoán",,2080356891,9346150795.0,SSI
Chi phí tư vấn đầu tư chứng khoán,,5541798579,4699586029.0,SSI
"Chí phí hoạt động đấu giá, ủy thác",,0,0.0,SSI
Chi phí lưu ký chứng khoán,,9715822994,9411452600.0,SSI
Chi phí hoạt động tư vấn tài chính,,7624521017,1613561449.0,SSI
Chi phí khác của HĐKD,,37210395341,31549291250.0,SSI
"Trong đó: Chi phí sửa lỗi giao dịch chứng khoán, lỗi khác",,0,0.0,SSI
Lợi nhuận gộp,,1020618420028,809979738342.0,SSI
Doanh thu hoạt động tài chính,,19293981037,11974837543.0,SSI
Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,5142498731,3016266176.0,SSI
"Doanh thu, dự thu cổ tức, lãi tiền gửi không cố định phát sinh trong kỳ",,4435137974,4404041045.0,SSI
"Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,0,0.0,SSI
Doanh thu khác về đầu tư,,9716344332,4554530322.0,SSI
Chi phí tài chính,,240317220815,242936528992.0,SSI
Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,3218311377,13823379973.0,SSI
Chi phí lãi vay,,229591683137,222007328495.0,SSI
"Lỗ bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,0,0.0,SSI
Chi phí dự phòng suy giảm giá trị các khoản đầu tư tài chính dài hạn,,0,0.0,SSI
Chi phí đầu tư khác,,7507226301,7105820524.0,SSI
Lợi nhuận hoặc lỗ trong công ty liên kết,,0,0.0,SSI
Chi phí bán hàng,,0,0.0,SSI
Chi phí quản lý doanh nghiệp,,67089627260,49827368285.0,SSI
Lợi nhuận thuần từ hoạt động kinh doanh,,732505552990,529190678608.0,SSI
Thu nhập khác,,972927581,877126421.0,SSI
Chi phí khác,,498731,570.0,SSI
Lợi nhuận khác,,972428850,877125851.0,SSI
Lợi nhuận hoặc lỗ trong công ty liên kết (trước 2015),,0,0.0,SSI
Lợi nhuận trước thuế đã thực hiện,,717447582666,570904331385.0,SSI
Lợi nhuận trước thuế chưa thực hiện,,16030399174,-40836526926.0,SSI
Chi phí thuế TNDN,,142670470138,106329041095.0,SSI
Chi phí thuế TNDN hiện hành,,156946200028,107999511414.0,SSI
Chi phí thuế TNDN hoãn lại,,-14275729890,-1670470319.0,SSI
Lợi nhuận sau thuế thu nhập doanh nghiệp,,590807511702,423738763364.0,SSI
Lợi ích của cổ đông thiểu số,,-361820586,-387860528.0,SSI
"LNST trích các Quỹ dự trữ điều lệ, Dự phòng TC và rủi ro nghề nghiệp theo quy định cty",,0,0.0,SSI
Lợi nhuận sau thuế của Công ty mẹ,,591169332288,424126623892.0,SSI
Lãi/(Lỗ) từ đánh giá lại các các khoản đầu tư giữ đến ngày đáo hạn,,0,0.0,SSI
Lãi/(Lỗ) từ đánh giá lại các tài sản tài chính sẵn sàng để bán,,0,929243500.0,SSI
"Lãi (lỗ) toàn diện khác được chia từ hoạt động đầu tư vào công ty con, liên kết liên doanh",,0,0.0,SSI
Lãi/(Lỗ) từ đánh giá lại các công cụ tài chính phái sinh,,0,0.0,SSI
Lãi/(lỗ) chênh lệch tỷ giá của hoạt động tại nước ngoài ,,0,0.0,SSI
"Lãi, lỗ từ các khoản đầu tư vào công ty con. Công ty liên kết, liên doanh chưa chia",,0,0.0,SSI
"Lãi, lỗ đánh giá công cụ phái sinh",,0,0.0,SSI
"Lãi, lỗ đánh giá lại tài sản cố định theo mô hình giá trị hợp lý",,0,0.0,SSI
Tổng thu nhập toàn diện,,590807511702,424668006864.0,SSI
Thu nhập toàn diện phân bổ cho chủ sở hữu,,590807511702,424668006864.0,SSI
Thu nhập toàn diện phân bổ cho cổ đông không nắm quyền kiểm soát,,0,0.0,SSI
THU NHẬP THUẦN TRÊN CỔ PHIẾU PHỔ THÔNG,,0,0.0,SSI
Lãi cơ bản trên cổ phiếu,,0,0.0,SSI
Lãi suy giảm trên cổ phiếu,,0,0.0,SSI
Tổng thu nhập toàn diện khác,,0,929243500.0,SSI
Chi phí lãi và các khoản chi phí tương tự,2377788000000.0,2133645000000,2027437000000.0,TCB
Thu nhập lãi thuần,6742489000000.0,6587800000000,6123721000000.0,TCB
Thu nhập từ hoạt động dịch vụ,1921277000000.0,1915726000000,1706894000000.0,TCB
Chi phí hoạt động dịch vụ,424238000000.0,458644000000,381822000000.0,TCB
Thu nhập thuần từ hoạt động dịch vụ,1497039000000.0,1457082000000,1325072000000.0,TCB
Lợi nhuận thuần từ hoạt động kinh doanh ngoại hối,93418000000.0,100254000000,65621000000.0,TCB
Lợi nhuận thuần từ hoạt động kinh doanh chứng khoán,-15779000000.0,61654000000,134965000000.0,TCB
Lãi thuần từ chứng khoán đầu tư,306408000000.0,554701000000,611531000000.0,TCB
Thu nhập thuần từ hoạt động kinh doanh khác,155554000000.0,444451000000,671271000000.0,TCB
Thu nhập từ hoạt động khác,933055000000.0,1066834000000,1291294000000.0,TCB
Chi phí hoạt động khác,777501000000.0,622383000000,620023000000.0,TCB
Thu nhập vốn góp mua cổ phần,20000000.0,21000000,21000000.0,TCB
Tổng thu nhập hoạt động,8779149000000.0,9205963000000,8932202000000.0,TCB
Chi phí quản lý doanh nghiệp,2627889000000.0,2590526000000,2563083000000.0,TCB
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,6151260000000.0,6615437000000,6369119000000.0,TCB
Chi phí dự phòng rủi ro tín dụng,588931000000.0,597671000000,850817000000.0,TCB
Lợi nhuận kế toán trước thuế,5562329000000.0,6017766000000,5518302000000.0,TCB
Chi phí thuế TNDN,1130274000000.0,1211109000000,1042085000000.0,TCB
Chi phí thuế TNDN hiện hành,1130274000000.0,1211109000000,1042085000000.0,TCB
Chi phí thuế TNDN hoãn lại,0.0,0,0.0,TCB
Lợi nhuận sau thuế thu nhập doanh nghiệp,4432055000000.0,4806657000000,4476217000000.0,TCB
Lợi ích của cổ đông thiểu số,94455000000.0,95531000000,79488000000.0,TCB
Lợi nhuận sau thuế của Công ty mẹ,4337600000000.0,4711126000000,4396729000000.0,TCB
Lãi cơ bản trên cổ phiếu,0.0,0,0.0,TCB
Chi phí lãi và các khoản chi phí tương tự,4030411000000.0,4254299000000,4218355000000.0,VPB
Thu nhập lãi thuần,7474232000000.0,9231836000000,9119891000000.0,VPB
Thu nhập từ hoạt động dịch vụ,1472398000000.0,1716381000000,1629959000000.0,VPB
Chi phí hoạt động dịch vụ,681854000000.0,631456000000,642473000000.0,VPB
Thu nhập thuần từ hoạt động dịch vụ,790544000000.0,1084925000000,987486000000.0,VPB
Lợi nhuận thuần từ hoạt động kinh doanh ngoại hối,-9619000000.0,7087000000,-43525000000.0,VPB
Lợi nhuận thuần từ hoạt động kinh doanh chứng khoán,-11009000000.0,56343000000,-49977000000.0,VPB
Lãi thuần từ chứng khoán đầu tư,727317000000.0,1390387000000,248942000000.0,VPB
Thu nhập thuần từ hoạt động kinh doanh khác,1158668000000.0,276368000000,788659000000.0,VPB
Thu nhập từ hoạt động khác,1825218000000.0,1208092000000,1318510000000.0,VPB
Chi phí hoạt động khác,666550000000.0,931724000000,529851000000.0,VPB
Thu nhập vốn góp mua cổ phần,2476000000.0,0,0.0,VPB
Tổng thu nhập hoạt động,10132609000000.0,12046946000000,11051476000000.0,VPB
Chi phí quản lý doanh nghiệp,2455568000000.0,2816551000000,2592035000000.0,VPB
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,7677041000000.0,9230395000000,8459441000000.0,VPB
Chi phí dự phòng rủi ro tín dụng,4978670000000.0,4199237000000,4453265000000.0,VPB
Lợi nhuận kế toán trước thuế,2698371000000.0,5031158000000,4006176000000.0,VPB
Chi phí thuế TNDN,537551000000.0,1014795000000,804366000000.0,VPB
Chi phí thuế TNDN hiện hành,537551000000.0,1014795000000,804366000000.0,VPB
Chi phí thuế TNDN hoãn lại,0.0,0,0.0,VPB
Lợi nhuận sau thuế thu nhập doanh nghiệp,2160820000000.0,4016363000000,3201810000000.0,VPB
Lợi ích của cổ đông thiểu số,0.0,0,0.0,VPB
Lợi nhuận sau thuế của Công ty mẹ,2160820000000.0,4016363000000,3201810000000.0,VPB
Lãi cơ bản trên cổ phiếu,0.0,1636,1304.0,VPB
Các khoản giảm trừ doanh thu,244621297616.0,321417002616,282137468282.0,HPG
Doanh thu thuần,38673828690685.0,35118355099565,31176874687620.0,HPG
Giá vốn hàng bán,26812929844272.0,23641296035968,22993832748581.0,HPG
Lợi nhuận gộp,11860898846413.0,11477059063597,8183041939039.0,HPG
Doanh thu hoạt động tài chính,879414139300.0,446309785935,898307295649.0,HPG
Chi phí tài chính,968278197988.0,821220734774,767768026036.0,HPG
Trong đó: Chi phí lãi vay,675107905208.0,599661392906,621546963567.0,HPG
Lợi nhuận hoặc lỗ trong công ty liên kết,7748388045.0,6426058619,-9691518945.0,HPG
Chi phí bán hàng,582851131543.0,411553847487,414275498764.0,HPG
Chi phí quản lý doanh nghiệp,235856196047.0,373276114859,206277440053.0,HPG
Lợi nhuận thuần từ hoạt động kinh doanh,10961075848180.0,10323744211031,7683336750890.0,HPG
Thu nhập khác,216201021708.0,190546702744,159049266440.0,HPG
Chi phí khác,198520800191.0,164838725649,152172822839.0,HPG
Lợi nhuận khác,17680221517.0,25707977095,6876443601.0,HPG
Lợi nhuận hoặc lỗ trong công ty liên kết (trước 2015),0.0,0,0.0,HPG
Chi phí thuế TNDN,627911872513.0,604300765939,684654148523.0,HPG
Chi phí thuế TNDN hiện hành,722192722593.0,787307055464,805753712197.0,HPG
Chi phí thuế TNDN hoãn lại,-94280850080.0,-183006289525,-121099563674.0,HPG
Lợi nhuận sau thuế thu nhập doanh nghiệp,10350844197184.0,9745151422187,7005559045968.0,HPG
Lợi ích của cổ đông thiểu số,-894882131.0,23744897179,28004702816.0,HPG
Lợi nhuận sau thuế của Công ty mẹ,10351739079315.0,9721406525008,6977554343152.0,HPG
Lãi cơ bản trên cổ phiếu,0.0,0,0.0,HPG
Lãi suy giảm trên cổ phiếu,0.0,0,0.0,HPG
Chi phí lãi và các khoản chi phí tương tự,3073514000000.0,3072780000000,3061051000000.0,MBB
Thu nhập lãi thuần,6515194000000.0,6562536000000,5952036000000.0,MBB
Thu nhập từ hoạt động dịch vụ,2638414000000.0,3282045000000,2568758000000.0,MBB
Chi phí hoạt động dịch vụ,1712025000000.0,2252456000000,1502792000000.0,MBB
Thu nhập thuần từ hoạt động dịch vụ,926389000000.0,1029589000000,1065966000000.0,MBB
Lợi nhuận thuần từ hoạt động kinh doanh ngoại hối,356486000000.0,321897000000,236534000000.0,MBB
Lợi nhuận thuần từ hoạt động kinh doanh chứng khoán,143062000000.0,19607000000,0.0,MBB
Lãi thuần từ chứng khoán đầu tư,264827000000.0,309425000000,690537000000.0,MBB
Thu nhập thuần từ hoạt động kinh doanh khác,486373000000.0,643022000000,1216935000000.0,MBB
Thu nhập từ hoạt động khác,486373000000.0,1152594000000,1216935000000.0,MBB
Chi phí hoạt động khác,0.0,509572000000,0.0,MBB
Thu nhập vốn góp mua cổ phần,7846000000.0,38526000000,30856000000.0,MBB
Tổng thu nhập hoạt động,8700177000000.0,8924602000000,9192864000000.0,MBB
Chi phí quản lý doanh nghiệp,3023716000000.0,3086784000000,2803949000000.0,MBB
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,5676461000000.0,5837818000000,6388915000000.0,MBB
Chi phí dự phòng rủi ro tín dụng,1778158000000.0,2431410000000,1809057000000.0,MBB
Chi phí thuế TNDN,776090000000.0,675911000000,913526000000.0,MBB
Chi phí thuế TNDN hiện hành,763340000000.0,689678000000,915498000000.0,MBB
Chi phí thuế TNDN hoãn lại,12750000000.0,-13767000000,-1972000000.0,MBB
Lợi nhuận sau thuế thu nhập doanh nghiệp,3122213000000.0,2730497000000,3666332000000.0,MBB
Lợi ích của cổ đông thiểu số,100037000000.0,134471000000,113523000000.0,MBB
Lợi nhuận sau thuế của Công ty mẹ,3022176000000.0,2596026000000,3552809000000.0,MBB
Lãi cơ bản trên cổ phiếu,0.0,0,0.0,MBB
Các khoản giảm trừ doanh thu,0.0,0,0.0,POW
Doanh thu thuần,5342484577946.0,7963484313846,7661011132024.0,POW
Giá vốn hàng bán,4499699904302.0,6813046682758,6785177211885.0,POW
Lợi nhuận gộp,842784673644.0,1150437631088,875833920139.0,POW
Doanh thu hoạt động tài chính,119378557822.0,373851852317,96994991595.0,POW
Chi phí tài chính,136971129567.0,209958505689,158190004678.0,POW
Trong đó: Chi phí lãi vay,130735607538.0,133893599523,135245537879.0,POW
Lợi nhuận hoặc lỗ trong công ty liên kết,7080138972.0,1543044557,0.0,POW
Chi phí bán hàng,0.0,0,9426420660.0,POW
Chi phí quản lý doanh nghiệp,154315415759.0,239176031070,132487094260.0,POW
Lợi nhuận thuần từ hoạt động kinh doanh,677956825112.0,1076697991203,672725392136.0,POW
Thu nhập khác,2205466058.0,7978091145,5536697263.0,POW
Chi phí khác,1266829109.0,133006460621,977849333.0,POW
Lợi nhuận khác,938636949.0,-125028369476,4558847930.0,POW
Lợi nhuận hoặc lỗ trong công ty liên kết (trước 2015),0.0,0,0.0,POW
Lợi nhuận kế toán trước thuế,678895462061.0,951669621727,677284240066.0,POW
Chi phí thuế TNDN,75572636059.0,87853483527,110939137897.0,POW
Chi phí thuế TNDN hiện hành,75572636059.0,56046080546,110939137897.0,POW
Chi phí thuế TNDN hoãn lại,0.0,31807402981,0.0,POW
Lợi nhuận sau thuế thu nhập doanh nghiệp,603322826002.0,863816138200,566345102169.0,POW
Lợi ích của cổ đông thiểu số,120013707346.0,13874333941,58048713573.0,POW
Lợi nhuận sau thuế của Công ty mẹ,483309118656.0,849941804259,508296388596.0,POW
Lãi cơ bản trên cổ phiếu,206.0,363,217.0,POW
Lãi suy giảm trên cổ phiếu,0.0,0,0.0,POW
Chi phí lãi và các khoản chi phí tương tự,10807580000000.0,10441461000000,,CTG
Thu nhập lãi thuần,9871806000000.0,10878584000000,,CTG
Thu nhập từ hoạt động dịch vụ,2180213000000.0,2448201000000,,CTG
Chi phí hoạt động dịch vụ,1025810000000.0,1091380000000,,CTG
Thu nhập thuần từ hoạt động dịch vụ,1154403000000.0,1356821000000,,CTG
Lợi nhuận thuần từ hoạt động kinh doanh ngoại hối,498694000000.0,516014000000,,CTG
Lợi nhuận thuần từ hoạt động kinh doanh chứng khoán,5853000000.0,72152000000,,CTG
Lãi thuần từ chứng khoán đầu tư,232655000000.0,21994000000,,CTG
Thu nhập thuần từ hoạt động kinh doanh khác,364754000000.0,1134274000000,,CTG
Thu nhập từ hoạt động khác,690077000000.0,1493133000000,,CTG
Chi phí hoạt động khác,325323000000.0,358859000000,,CTG
Thu nhập vốn góp mua cổ phần,127293000000.0,103558000000,,CTG
Tổng thu nhập hoạt động,12255458000000.0,14083397000000,,CTG
Chi phí quản lý doanh nghiệp,3646918000000.0,4187076000000,,CTG
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,8608540000000.0,9896321000000,,CTG
Chi phí dự phòng rủi ro tín dụng,5547913000000.0,7106255000000,,CTG
Lợi nhuận kế toán trước thuế,3060627000000.0,2790066000000,,CTG
Chi phí thuế TNDN,594990000000.0,493609000000,,CTG
Chi phí thuế TNDN hiện hành,594990000000.0,538687000000,,CTG
Chi phí thuế TNDN hoãn lại,0.0,-45078000000,,CTG
Lợi nhuận sau thuế thu nhập doanh nghiệp,2465637000000.0,2296457000000,,CTG
Lợi ích của cổ đông thiểu số,5865000000.0,46262000000,,CTG
Lợi nhuận sau thuế của Công ty mẹ,2459772000000.0,2250195000000,,CTG
Lãi cơ bản trên cổ phiếu,0.0,0,,CTG
Các khoản giảm trừ doanh thu,0.0,0,925454545.0,TCH
Doanh thu thuần,362173792957.0,406541616302,620583220790.0,TCH
Giá vốn hàng bán,199927642626.0,274853125333,395334970092.0,TCH
Lợi nhuận gộp,162246150331.0,131688490969,225248250698.0,TCH
Doanh thu hoạt động tài chính,70278560474.0,68088397639,81659287135.0,TCH
Chi phí tài chính,5696193461.0,8206774674,12798638926.0,TCH
Trong đó: Chi phí lãi vay,12336081662.0,1565487981,12798494403.0,TCH
Lợi nhuận hoặc lỗ trong công ty liên kết,0.0,0,0.0,TCH
Chi phí bán hàng,17831618192.0,16320868651,18202517163.0,TCH
Chi phí quản lý doanh nghiệp,22186184267.0,15650448415,18736798702.0,TCH
Lợi nhuận thuần từ hoạt động kinh doanh,186810714885.0,159598796868,257169583042.0,TCH
Thu nhập khác,1597320181.0,4764262181,1482401548.0,TCH
Chi phí khác,282138319.0,117759195,342165802.0,TCH
Lợi nhuận khác,1315181862.0,4646502986,1140235746.0,TCH
Lợi nhuận hoặc lỗ trong công ty liên kết (trước 2015),0.0,0,0.0,TCH
Lợi nhuận kế toán trước thuế,188125896747.0,164245299854,258309818788.0,TCH
